0 0 0 2526.5,694.5
5 15 7 2538.5,734.5
20 15 8 2550.5,846.5
30 30 21 2482.5,894.5
30 90 108 2382.5,782.5
35 75 87 2370.5,890.5
35 90 107 2326.5,754.5
40 60 54 2462.5,986.5
40 75 86 2330.69,881.326
40 75 88 2334.5,818.5
40 90 105 2306.45,850.434
40 90 106 2267.57,780.001
45 75 85 2326.36,919.739
45 75 89 2245.36,748.904
50 45 22 1898.5,746.5
50 45 23 1970.5,854.5
50 45 28 1538.5,1698.5
50 60 50 2258.5,974.5
55 60 45 1502.5,1726.5
55 60 47 1882.5,782.5
55 150 211 2398.5,1070.5
60 45 37 2435.66,1145.85
60 60 44 1550.5,1754.5
60 60 48 1942.5,750.5
60 75 82 1634.5,1722.5
60 75 84 2418.47,1110.43
65 45 29 1538.5,1830.5
65 45 34 2462.5,1198.5
65 45 36 2414.5,1182.5
65 60 39 1310.5,1650.5
65 60 42 1062.5,1810.5
65 60 46 1690.5,1278.5
65 90 98 1403.35,1615.23
65 90 104 1606.5,1770.5
65 120 159 1890.5,906.5
70 45 35 2473.37,1155.22
70 60 40 1394.5,1702.5
70 75 69 1362.5,1674.5
70 75 70 1373.65,1589.77
70 75 78 1627.85,1272.39
70 75 80 1682.5,1338.5
70 105 139 1330.5,1606.5
75 60 51 2246.5,1190.5
75 75 63 1102.5,1870.5
75 75 64 990.5,1806.5
75 75 65 1270.5,1738.5
75 75 73 1810.5,550.5
75 75 77 1605.15,1240.61
75 75 79 1726.5,1302.5
75 105 138 1278.5,1626.5
80 30 20 2450.5,1346.5
80 45 27 1774.5,1658.5
80 60 41 1241.75,1778.37
80 60 43 1126.5,1942.5
80 60 49 1714.5,614.5
80 60 52 2198.5,1226.5
80 75 66 1218.5,1722.5
80 75 67 1206.4,1666.55
80 75 71 1449.6,1483.27
80 90 97 1242.6,1650.45
80 105 136 1502.5,1302.5
85 45 25 1806.5,1738.5
85 60 53 2150.5,1258.5
85 75 68 1227.25,1814.63
85 75 72 1482.5,1390.5
85 75 74 1666.5,626.5
85 75 81 1598.5,1438.5
85 90 94 862.5,1802.5
85 135 187 1479.4,1457.73
85 135 188 1146.5,1686.5
90 15 14 1845.29,1766.43
90 45 26 1811.71,1786.57
90 90 95 590.5,1882.5
90 90 96 1138.5,1634.5
90 90 99 1422.5,1154.5
90 90 103 1509.86,1110.72
90 105 137 1130.5,1582.5
90 135 190 1614.5,614.5
95 75 76 1547.19,1098.27
95 180 288 1362.5,1294.5
